query_id,doc_id,block_id,query_source,overlap,overlap_group
19,26,26_b000,cisi,0.14285714285714285,partial
19,538,538_b000,cisi,0.2857142857142857,partial
19,38,38_b000,cisi,0.14285714285714285,partial
19,39,39_b000,cisi,0.0,none
19,562,562_b000,cisi,0.2857142857142857,partial
19,570,570_b000,cisi,0.14285714285714285,partial
19,62,62_b000,cisi,0.0,none
19,65,65_b000,cisi,0.14285714285714285,partial
19,1091,1091_b000,cisi,0.14285714285714285,partial
19,71,71_b000,cisi,0.2857142857142857,partial
19,77,77_b000,cisi,0.0,none
19,596,596_b000,cisi,0.14285714285714285,partial
19,1120,1120_b000,cisi,0.0,none
19,1124,1124_b000,cisi,0.42857142857142855,partial
19,1130,1130_b000,cisi,0.0,none
19,1134,1134_b000,cisi,0.0,none
19,1139,1139_b000,cisi,0.14285714285714285,partial
19,117,117_b000,cisi,0.2857142857142857,partial
19,123,123_b000,cisi,0.42857142857142855,partial
19,636,636_b000,cisi,0.2857142857142857,partial
19,641,641_b000,cisi,0.0,none
19,1162,1162_b000,cisi,0.14285714285714285,partial
19,1164,1164_b000,cisi,0.14285714285714285,partial
19,669,669_b000,cisi,0.0,none
19,670,670_b000,cisi,0.2857142857142857,partial
19,159,159_b000,cisi,0.0,none
19,671,671_b000,cisi,0.2857142857142857,partial
19,678,678_b001,cisi,0.14285714285714285,partial
19,1194,1194_b000,cisi,0.0,none
19,1196,1196_b000,cisi,0.0,none
19,175,175_b000,cisi,0.5714285714285714,partial
19,687,687_b001,cisi,0.42857142857142855,partial
19,689,689_b000,cisi,0.2857142857142857,partial
19,1199,1199_b000,cisi,0.14285714285714285,partial
19,179,179_b000,cisi,0.42857142857142855,partial
19,695,695_b000,cisi,0.14285714285714285,partial
19,698,698_b000,cisi,0.0,none
19,699,699_b000,cisi,0.0,none
19,700,700_b000,cisi,0.14285714285714285,partial
19,704,704_b000,cisi,0.14285714285714285,partial
19,706,706_b000,cisi,0.2857142857142857,partial
19,708,708_b000,cisi,0.14285714285714285,partial
19,709,709_b000,cisi,0.14285714285714285,partial
19,714,714_b000,cisi,0.14285714285714285,partial
19,1230,1230_b000,cisi,0.14285714285714285,partial
19,1234,1234_b000,cisi,0.0,none
19,790,790_b000,cisi,0.14285714285714285,partial
19,802,802_b000,cisi,0.14285714285714285,partial
19,810,810_b000,cisi,0.14285714285714285,partial
19,812,812_b000,cisi,0.0,none
19,820,820_b000,cisi,0.2857142857142857,partial
19,320,320_b000,cisi,0.0,none
19,835,835_b000,cisi,0.2857142857142857,partial
19,836,836_b000,cisi,0.14285714285714285,partial
19,851,851_b000,cisi,0.0,none
19,855,855_b000,cisi,0.0,none
19,862,862_b000,cisi,0.2857142857142857,partial
19,867,867_b000,cisi,0.0,none
19,868,868_b000,cisi,0.0,none
19,869,869_b000,cisi,0.0,none
19,871,871_b000,cisi,0.0,none
19,875,875_b000,cisi,0.0,none
19,876,876_b000,cisi,0.0,none
19,1411,1411_b000,cisi,0.0,none
19,1415,1415_b000,cisi,0.42857142857142855,partial
19,419,419_b000,cisi,0.2857142857142857,partial
19,421,421_b000,cisi,0.0,none
19,422,422_b000,cisi,0.2857142857142857,partial
19,434,434_b000,cisi,0.14285714285714285,partial
19,442,442_b000,cisi,0.14285714285714285,partial
19,479,479_b000,cisi,0.14285714285714285,partial
19,993,993_b000,cisi,0.14285714285714285,partial
19,483,483_b000,cisi,0.5714285714285714,partial
19,487,487_b000,cisi,0.14285714285714285,partial
19,488,488_b000,cisi,0.0,none
19,501,501_b000,cisi,0.14285714285714285,partial
19,508,508_b000,cisi,0.2857142857142857,partial
19,511,511_b000,cisi,0.14285714285714285,partial
20,519,519_b000,cisi,0.0,none
20,526,526_b000,cisi,0.25,partial
20,534,534_b000,cisi,0.25,partial
20,538,538_b000,cisi,0.5,partial
20,27,27_b000,cisi,0.5,partial
20,1051,1051_b000,cisi,0.25,partial
20,1054,1054_b000,cisi,0.5,partial
20,547,547_b000,cisi,0.25,partial
20,563,563_b000,cisi,0.25,partial
20,564,564_b000,cisi,0.0,none
20,565,565_b000,cisi,0.5,partial
20,576,576_b000,cisi,0.0,none
20,1089,1089_b000,cisi,0.25,partial
20,1091,1091_b000,cisi,0.0,none
20,581,581_b000,cisi,0.0,none
20,1094,1094_b000,cisi,0.25,partial
20,72,72_b000,cisi,0.5,partial
20,73,73_b000,cisi,0.5,partial
20,586,586_b000,cisi,0.0,none
20,75,75_b000,cisi,0.0,none
20,77,77_b000,cisi,0.0,none
20,1104,1104_b000,cisi,0.25,partial
20,1105,1105_b000,cisi,0.5,partial
20,1106,1106_b000,cisi,0.25,partial
20,595,595_b000,cisi,0.75,partial
20,596,596_b000,cisi,0.0,none
20,608,608_b000,cisi,0.25,partial
20,609,609_b000,cisi,0.0,none
20,1124,1124_b000,cisi,0.5,partial
20,1126,1126_b000,cisi,0.25,partial
20,1127,1127_b000,cisi,0.25,partial
20,620,620_b000,cisi,0.0,none
20,1132,1132_b000,cisi,0.5,partial
20,625,625_b000,cisi,0.0,none
20,1138,1138_b000,cisi,0.25,partial
20,1143,1143_b000,cisi,0.5,partial
20,120,120_b000,cisi,0.5,partial
20,636,636_b000,cisi,0.25,partial
20,128,128_b000,cisi,0.75,partial
20,134,134_b000,cisi,0.75,partial
20,646,646_b001,cisi,0.5,partial
20,1162,1162_b000,cisi,0.25,partial
20,1164,1164_b000,cisi,0.25,partial
20,150,150_b000,cisi,0.25,partial
20,1175,1175_b000,cisi,0.75,partial
20,1196,1196_b000,cisi,0.25,partial
20,1197,1197_b000,cisi,0.0,none
20,175,175_b000,cisi,0.5,partial
20,1207,1207_b000,cisi,0.25,partial
20,696,696_b000,cisi,0.25,partial
20,190,190_b000,cisi,0.5,partial
20,702,702_b000,cisi,0.0,none
20,705,705_b000,cisi,0.25,partial
20,197,197_b000,cisi,0.0,none
20,1230,1230_b000,cisi,0.0,none
20,720,720_b000,cisi,0.0,none
20,734,734_b000,cisi,0.0,none
20,224,224_b000,cisi,0.25,partial
20,742,742_b000,cisi,0.25,partial
20,1255,1255_b000,cisi,0.75,partial
20,1264,1264_b000,cisi,0.25,partial
20,754,754_b000,cisi,0.0,none
20,243,243_b000,cisi,0.25,partial
20,244,244_b000,cisi,0.5,partial
20,1281,1281_b000,cisi,0.25,partial
20,1282,1282_b000,cisi,0.5,partial
20,773,773_b000,cisi,0.25,partial
20,776,776_b000,cisi,0.0,none
20,780,780_b000,cisi,0.5,partial
20,1294,1294_b000,cisi,0.0,none
20,785,785_b000,cisi,0.25,partial
20,795,795_b000,cisi,0.25,partial
20,1307,1307_b000,cisi,0.5,partial
20,287,287_b000,cisi,0.0,none
20,801,801_b000,cisi,0.25,partial
20,806,806_b000,cisi,0.0,none
20,807,807_b000,cisi,0.25,partial
20,809,809_b000,cisi,0.25,partial
20,813,813_b000,cisi,0.25,partial
20,815,815_b000,cisi,0.75,partial
20,1327,1327_b000,cisi,0.0,none
20,817,817_b000,cisi,0.25,partial
20,820,820_b000,cisi,0.5,partial
20,824,824_b000,cisi,0.0,none
20,826,826_b000,cisi,0.5,partial
20,827,827_b000,cisi,0.75,partial
20,829,829_b000,cisi,0.25,partial
20,835,835_b000,cisi,0.25,partial
20,845,845_b000,cisi,0.25,partial
20,1362,1362_b000,cisi,0.25,partial
20,851,851_b000,cisi,0.25,partial
20,852,852_b000,cisi,0.0,none
20,853,853_b000,cisi,0.25,partial
20,1363,1363_b000,cisi,0.0,none
20,855,855_b000,cisi,0.0,none
20,1367,1367_b000,cisi,0.25,partial
20,858,858_b000,cisi,0.0,none
20,859,859_b000,cisi,0.0,none
20,1372,1372_b000,cisi,0.0,none
20,861,861_b000,cisi,0.0,none
20,863,863_b000,cisi,0.0,none
20,864,864_b000,cisi,0.0,none
20,1377,1377_b000,cisi,0.0,none
20,866,866_b000,cisi,0.25,partial
20,870,870_b000,cisi,0.0,none
20,871,871_b000,cisi,0.0,none
20,876,876_b000,cisi,0.0,none
20,374,374_b000,cisi,0.0,none
20,381,381_b000,cisi,0.5,partial
20,382,382_b000,cisi,0.0,none
20,894,894_b000,cisi,0.0,none
20,1410,1410_b000,cisi,0.5,partial
20,389,389_b000,cisi,0.5,partial
20,390,390_b000,cisi,0.25,partial
20,1415,1415_b000,cisi,0.25,partial
20,1419,1419_b000,cisi,0.5,partial
20,1421,1421_b000,cisi,0.25,partial
20,424,424_b000,cisi,0.0,none
20,1448,1448_b000,cisi,0.5,partial
20,956,956_b000,cisi,0.25,partial
20,448,448_b000,cisi,0.0,none
20,450,450_b000,cisi,0.25,partial
20,966,966_b000,cisi,0.25,partial
20,458,458_b000,cisi,0.5,partial
20,459,459_b000,cisi,0.5,partial
20,465,465_b000,cisi,0.25,partial
20,466,466_b000,cisi,0.25,partial
20,468,468_b000,cisi,0.0,none
20,473,473_b000,cisi,0.25,partial
20,474,474_b000,cisi,0.5,partial
20,986,986_b000,cisi,0.75,partial
20,479,479_b000,cisi,0.0,none
20,483,483_b000,cisi,0.5,partial
20,484,484_b000,cisi,0.25,partial
20,485,485_b000,cisi,0.0,none
20,486,486_b000,cisi,0.25,partial
20,487,487_b000,cisi,0.25,partial
20,488,488_b000,cisi,0.25,partial
20,492,492_b000,cisi,0.5,partial
20,493,493_b000,cisi,0.0,none
20,494,494_b000,cisi,0.5,partial
20,498,498_b000,cisi,0.0,none
20,504,504_b000,cisi,0.25,partial
20,506,506_b000,cisi,0.25,partial
21,896,896_b000,cisi,0.4,partial
21,6,6_b000,cisi,0.2,partial
21,392,392_b000,cisi,0.2,partial
21,1147,1147_b000,cisi,0.4,partial
21,14,14_b000,cisi,0.0,none
21,400,400_b003,cisi,0.2,partial
21,1149,1149_b000,cisi,0.4,partial
21,22,22_b000,cisi,0.0,none
21,923,923_b001,cisi,0.4,partial
21,924,924_b000,cisi,0.2,partial
21,171,171_b000,cisi,0.0,none
21,303,303_b000,cisi,0.2,partial
21,949,949_b000,cisi,0.0,none
21,1206,1206_b000,cisi,0.2,partial
21,185,185_b000,cisi,0.4,partial
21,186,186_b000,cisi,0.2,partial
21,453,453_b000,cisi,0.2,partial
21,839,839_b000,cisi,0.2,partial
21,1356,1356_b000,cisi,0.2,partial
21,339,339_b000,cisi,0.6,partial
21,85,85_b000,cisi,0.2,partial
21,985,985_b000,cisi,0.0,none
21,891,891_b000,cisi,0.0,none
21,1020,1020_b000,cisi,0.2,partial
21,1021,1021_b000,cisi,0.2,partial
22,384,384_b000,cisi,0.25,partial
22,513,513_b000,cisi,0.25,partial
22,382,382_b000,cisi,0.25,partial
22,514,514_b000,cisi,0.75,partial
22,133,133_b000,cisi,0.5,partial
22,395,395_b000,cisi,0.0,none
22,526,526_b000,cisi,0.5,partial
22,659,659_b000,cisi,0.25,partial
22,148,148_b000,cisi,0.75,partial
22,790,790_b000,cisi,0.5,partial
22,1303,1303_b000,cisi,0.25,partial
22,410,410_b000,cisi,0.5,partial
22,1051,1051_b000,cisi,0.25,partial
22,415,415_b000,cisi,0.25,partial
22,547,547_b000,cisi,0.5,partial
22,806,806_b000,cisi,0.0,none
22,810,810_b000,cisi,0.0,none
22,429,429_b000,cisi,0.25,partial
22,52,52_b000,cisi,0.0,none
22,568,568_b000,cisi,0.25,partial
22,828,828_b000,cisi,0.25,partial
22,190,190_b000,cisi,0.5,partial
22,191,191_b000,cisi,0.25,partial
22,64,64_b000,cisi,0.25,partial
22,65,65_b000,cisi,0.0,none
22,192,192_b000,cisi,0.25,partial
22,194,194_b000,cisi,0.0,none
22,452,452_b000,cisi,0.25,partial
22,197,197_b000,cisi,0.25,partial
22,199,199_b000,cisi,0.25,partial
22,72,72_b000,cisi,0.25,partial
22,202,202_b000,cisi,0.5,partial
22,75,75_b000,cisi,0.0,none
22,586,586_b000,cisi,0.25,partial
22,588,588_b000,cisi,0.25,partial
22,466,466_b000,cisi,0.25,partial
22,211,211_b000,cisi,0.25,partial
22,890,890_b000,cisi,0.0,none
22,213,213_b000,cisi,0.5,partial
22,214,214_b000,cisi,0.25,partial
22,218,218_b000,cisi,0.5,partial
22,986,986_b000,cisi,0.75,partial
22,222,222_b000,cisi,0.0,none
22,223,223_b000,cisi,0.25,partial
22,224,224_b000,cisi,0.25,partial
22,613,613_b000,cisi,0.0,none
22,619,619_b000,cisi,0.25,partial
22,620,620_b000,cisi,0.0,none
22,624,624_b000,cisi,0.5,partial
22,883,883_b000,cisi,0.25,partial
22,375,375_b000,cisi,0.25,partial
22,506,506_b000,cisi,0.25,partial
22,254,254_b000,cisi,0.25,partial
23,2,2_b000,cisi,0.375,partial
23,772,772_b000,cisi,0.375,partial
23,9,9_b001,cisi,0.375,partial
23,394,394_b000,cisi,0.125,partial
23,11,11_b000,cisi,0.125,partial
23,1418,1418_b000,cisi,0.375,partial
23,916,916_b000,cisi,0.5,partial
23,406,406_b000,cisi,0.625,partial
23,23,23_b000,cisi,0.5,partial
23,282,282_b000,cisi,0.125,partial
23,31,31_b000,cisi,0.125,partial
23,290,290_b000,cisi,0.25,partial
23,930,930_b000,cisi,0.5,partial
23,36,36_b000,cisi,0.25,partial
23,1445,1445_b000,cisi,0.125,partial
23,294,294_b000,cisi,0.125,partial
23,295,295_b000,cisi,0.25,partial
23,1451,1451_b000,cisi,0.0,none
23,46,46_b000,cisi,0.25,partial
23,943,943_b000,cisi,0.25,partial
23,944,944_b000,cisi,0.125,partial
23,433,433_b000,cisi,0.375,partial
23,183,183_b000,cisi,0.25,partial
23,184,184_b000,cisi,0.375,partial
23,952,952_b000,cisi,0.25,partial
23,959,959_b000,cisi,0.375,partial
23,193,193_b000,cisi,0.125,partial
23,323,323_b000,cisi,0.375,partial
23,963,963_b000,cisi,0.375,partial
23,325,325_b000,cisi,0.25,partial
23,201,201_b000,cisi,0.25,partial
23,202,202_b000,cisi,0.5,partial
23,203,203_b000,cisi,0.25,partial
23,204,204_b000,cisi,0.125,partial
23,205,205_b000,cisi,0.25,partial
23,845,845_b000,cisi,0.125,partial
23,1361,1361_b000,cisi,0.25,partial
23,210,210_b000,cisi,0.0,none
23,358,358_b000,cisi,0.125,partial
23,234,234_b000,cisi,0.125,partial
23,364,364_b000,cisi,0.375,partial
23,367,367_b000,cisi,0.5,partial
23,624,624_b000,cisi,0.5,partial
23,242,242_b000,cisi,0.125,partial
23,115,115_b000,cisi,0.5,partial
23,502,502_b000,cisi,0.625,partial
23,638,638_b000,cisi,0.125,partial
23,383,383_b000,cisi,0.375,partial
24,896,896_b000,cisi,0.4,partial
24,387,387_b000,cisi,0.1,partial
24,6,6_b004,cisi,0.2,partial
24,8,8_b000,cisi,0.0,none
24,136,136_b000,cisi,0.2,partial
24,392,392_b000,cisi,0.1,partial
24,1147,1147_b000,cisi,0.2,partial
24,268,268_b000,cisi,0.1,partial
24,141,141_b000,cisi,0.2,partial
24,14,14_b000,cisi,0.0,none
24,1166,1166_b000,cisi,0.2,partial
24,1423,1423_b000,cisi,0.2,partial
24,1403,1403_b000,cisi,0.1,partial
24,405,405_b000,cisi,0.3,partial
24,22,22_b000,cisi,0.2,partial
24,407,407_b000,cisi,0.0,none
24,923,923_b001,cisi,0.2,partial
24,924,924_b000,cisi,0.4,partial
24,413,413_b000,cisi,0.0,none
24,929,929_b000,cisi,0.0,none
24,1443,1443_b000,cisi,0.0,none
24,934,934_b000,cisi,0.2,partial
24,935,935_b000,cisi,0.2,partial
24,170,170_b000,cisi,0.1,partial
24,171,171_b000,cisi,0.0,none
24,556,556_b000,cisi,0.2,partial
24,1325,1325_b000,cisi,0.2,partial
24,945,945_b000,cisi,0.1,partial
24,1457,1457_b000,cisi,0.0,none
24,949,949_b001,cisi,0.2,partial
24,188,188_b000,cisi,0.4,partial
24,832,832_b000,cisi,0.1,partial
24,325,325_b000,cisi,0.2,partial
24,197,197_b000,cisi,0.1,partial
24,453,453_b000,cisi,0.3,partial
24,585,585_b000,cisi,0.3,partial
24,844,844_b000,cisi,0.1,partial
24,1356,1356_b000,cisi,0.2,partial
24,339,339_b000,cisi,0.5,partial
24,598,598_b000,cisi,0.3,partial
24,344,344_b000,cisi,0.1,partial
24,857,857_b000,cisi,0.1,partial
24,858,858_b000,cisi,0.1,partial
24,1242,1242_b000,cisi,0.1,partial
24,1245,1245_b000,cisi,0.1,partial
24,353,353_b000,cisi,0.0,none
24,230,230_b000,cisi,0.2,partial
24,231,231_b000,cisi,0.3,partial
24,743,743_b000,cisi,0.3,partial
24,891,891_b000,cisi,0.1,partial
24,1149,1149_b000,cisi,0.3,partial
24,1022,1022_b000,cisi,0.1,partial
25,384,384_b000,cisi,0.2,partial
25,1153,1153_b000,cisi,0.4,partial
25,130,130_b000,cisi,0.4,partial
25,260,260_b000,cisi,0.2,partial
25,138,138_b001,cisi,0.6,partial
25,12,12_b000,cisi,0.4,partial
25,17,17_b004,cisi,0.4,partial
25,529,529_b000,cisi,0.4,partial
25,919,919_b000,cisi,0.2,partial
25,1303,1303_b000,cisi,0.4,partial
25,1431,1431_b000,cisi,0.4,partial
25,1433,1433_b000,cisi,0.0,none
25,1435,1435_b000,cisi,0.4,partial
25,1436,1436_b000,cisi,0.4,partial
25,1441,1441_b000,cisi,0.2,partial
25,323,323_b000,cisi,0.4,partial
25,452,452_b000,cisi,0.4,partial
25,710,710_b000,cisi,0.2,partial
25,1095,1095_b000,cisi,0.2,partial
25,1098,1098_b000,cisi,0.2,partial
25,1362,1362_b000,cisi,0.6,partial
25,342,342_b000,cisi,0.0,none
25,1245,1245_b000,cisi,0.4,partial
25,94,94_b000,cisi,0.0,none
25,482,482_b000,cisi,0.4,partial
25,1251,1251_b000,cisi,0.2,partial
25,1256,1256_b000,cisi,0.8,partial
25,873,873_b000,cisi,0.4,partial
25,1004,1004_b000,cisi,0.2,partial
25,877,877_b000,cisi,0.2,partial
25,243,243_b000,cisi,0.2,partial
25,375,375_b000,cisi,0.6,partial
25,376,376_b000,cisi,0.4,partial
26,523,523_b000,cisi,0.5,partial
26,779,779_b000,cisi,0.0,none
26,17,17_b005,cisi,0.5,partial
26,534,534_b000,cisi,0.16666666666666666,partial
26,27,27_b000,cisi,0.5,partial
26,158,158_b000,cisi,0.3333333333333333,partial
26,675,675_b001,cisi,0.16666666666666666,partial
26,36,36_b000,cisi,0.0,none
26,164,164_b000,cisi,0.16666666666666666,partial
26,813,813_b000,cisi,0.3333333333333333,partial
26,690,690_b000,cisi,0.3333333333333333,partial
26,307,307_b000,cisi,0.16666666666666666,partial
26,822,822_b000,cisi,0.5,partial
26,446,446_b000,cisi,0.3333333333333333,partial
26,192,192_b000,cisi,0.16666666666666666,partial
26,67,67_b000,cisi,0.5,partial
26,584,584_b000,cisi,0.3333333333333333,partial
26,74,74_b000,cisi,0.5,partial
26,458,458_b000,cisi,0.3333333333333333,partial
26,1100,1100_b000,cisi,0.3333333333333333,partial
26,591,591_b000,cisi,0.5,partial
26,848,848_b000,cisi,0.3333333333333333,partial
26,465,465_b000,cisi,0.16666666666666666,partial
26,338,338_b000,cisi,0.16666666666666666,partial
26,83,83_b000,cisi,0.16666666666666666,partial
26,468,468_b000,cisi,0.0,none
26,723,723_b000,cisi,0.3333333333333333,partial
26,214,214_b000,cisi,0.3333333333333333,partial
26,849,849_b000,cisi,0.3333333333333333,partial
26,979,979_b001,cisi,0.5,partial
26,1366,1366_b000,cisi,0.0,none
26,218,218_b000,cisi,0.3333333333333333,partial
26,474,474_b000,cisi,0.3333333333333333,partial
26,732,732_b000,cisi,0.0,none
26,860,860_b000,cisi,0.3333333333333333,partial
26,1368,1368_b000,cisi,0.16666666666666666,partial
26,1374,1374_b000,cisi,0.16666666666666666,partial
26,1376,1376_b000,cisi,0.0,none
26,865,865_b000,cisi,0.5,partial
26,1377,1377_b000,cisi,0.0,none
26,615,615_b000,cisi,0.5,partial
26,490,490_b000,cisi,0.5,partial
26,491,491_b000,cisi,0.0,none
26,364,364_b002,cisi,0.3333333333333333,partial
26,365,365_b000,cisi,0.16666666666666666,partial
26,620,620_b000,cisi,0.16666666666666666,partial
26,495,495_b000,cisi,0.3333333333333333,partial
26,496,496_b000,cisi,0.3333333333333333,partial
26,497,497_b000,cisi,0.5,partial
26,1264,1264_b000,cisi,0.3333333333333333,partial
26,372,372_b000,cisi,0.16666666666666666,partial
26,500,500_b000,cisi,0.16666666666666666,partial
26,507,507_b000,cisi,0.16666666666666666,partial
26,381,381_b000,cisi,0.3333333333333333,partial
26,126,126_b000,cisi,0.3333333333333333,partial
26,639,639_b000,cisi,0.3333333333333333,partial
27,517,517_b000,cisi,0.2,partial
27,522,522_b000,cisi,0.4,partial
27,527,527_b000,cisi,0.2,partial
27,530,530_b000,cisi,0.4,partial
27,531,531_b000,cisi,0.6,partial
27,538,538_b000,cisi,0.8,partial
27,27,27_b000,cisi,0.4,partial
27,44,44_b000,cisi,0.2,partial
27,51,51_b000,cisi,0.4,partial
27,52,52_b000,cisi,0.2,partial
27,565,565_b000,cisi,0.8,partial
27,566,566_b000,cisi,0.8,partial
27,57,57_b000,cisi,0.4,partial
27,570,570_b000,cisi,0.0,none
27,65,65_b000,cisi,0.0,none
27,1091,1091_b000,cisi,0.2,partial
27,68,68_b000,cisi,0.4,partial
27,71,71_b000,cisi,0.4,partial
27,72,72_b000,cisi,0.6,partial
27,77,77_b000,cisi,0.2,partial
27,78,78_b000,cisi,0.6,partial
27,79,79_b000,cisi,0.2,partial
27,590,590_b000,cisi,0.8,partial
27,600,600_b000,cisi,0.6,partial
27,603,603_b000,cisi,0.2,partial
27,1120,1120_b000,cisi,0.6,partial
27,1124,1124_b000,cisi,0.8,partial
27,1126,1126_b000,cisi,0.6,partial
27,1127,1127_b000,cisi,0.4,partial
27,1130,1130_b000,cisi,0.6,partial
27,1132,1132_b000,cisi,0.4,partial
27,114,114_b000,cisi,0.6,partial
27,1139,1139_b000,cisi,0.6,partial
27,117,117_b000,cisi,0.4,partial
27,632,632_b000,cisi,0.2,partial
27,1144,1144_b000,cisi,0.6,partial
27,123,123_b000,cisi,0.6,partial
27,126,126_b002,cisi,0.4,partial
27,644,644_b000,cisi,0.6,partial
27,659,659_b000,cisi,0.4,partial
27,149,149_b000,cisi,0.0,none
27,150,150_b000,cisi,0.2,partial
27,670,670_b000,cisi,0.6,partial
27,159,159_b000,cisi,0.6,partial
27,671,671_b000,cisi,0.2,partial
27,673,673_b000,cisi,0.0,none
27,680,680_b000,cisi,0.6,partial
27,684,684_b000,cisi,0.2,partial
27,174,174_b000,cisi,0.4,partial
27,175,175_b000,cisi,0.6,partial
27,176,176_b000,cisi,0.4,partial
27,687,687_b001,cisi,0.4,partial
27,180,180_b000,cisi,0.6,partial
27,695,695_b000,cisi,0.4,partial
27,187,187_b000,cisi,0.0,none
27,700,700_b000,cisi,0.2,partial
27,699,699_b000,cisi,0.0,none
27,190,190_b000,cisi,0.2,partial
27,191,191_b000,cisi,0.0,none
27,704,704_b000,cisi,0.4,partial
27,709,709_b000,cisi,0.4,partial
27,1230,1230_b000,cisi,0.2,partial
27,212,212_b000,cisi,0.2,partial
27,740,740_b000,cisi,0.2,partial
27,1255,1255_b000,cisi,0.6,partial
27,746,746_b000,cisi,0.2,partial
27,241,241_b000,cisi,0.2,partial
27,758,758_b000,cisi,0.2,partial
27,761,761_b000,cisi,0.6,partial
27,1280,1280_b000,cisi,0.2,partial
27,257,257_b000,cisi,0.2,partial
27,258,258_b000,cisi,0.4,partial
27,259,259_b000,cisi,0.6,partial
27,769,769_b000,cisi,0.6,partial
27,773,773_b000,cisi,0.8,partial
27,1283,1283_b000,cisi,0.6,partial
27,776,776_b000,cisi,0.2,partial
27,781,781_b000,cisi,0.0,none
27,1298,1298_b000,cisi,0.6,partial
27,790,790_b000,cisi,0.6,partial
27,796,796_b000,cisi,0.4,partial
27,805,805_b000,cisi,0.4,partial
27,1323,1323_b000,cisi,0.6,partial
27,817,817_b000,cisi,0.6,partial
27,820,820_b000,cisi,0.6,partial
27,309,309_b000,cisi,0.6,partial
27,824,824_b000,cisi,0.2,partial
27,825,825_b000,cisi,0.2,partial
27,314,314_b000,cisi,0.4,partial
27,315,315_b000,cisi,0.2,partial
27,830,830_b001,cisi,0.4,partial
27,319,319_b000,cisi,0.6,partial
27,321,321_b000,cisi,0.6,partial
27,326,326_b000,cisi,0.0,none
27,327,327_b000,cisi,0.4,partial
27,329,329_b000,cisi,0.4,partial
27,869,869_b000,cisi,0.2,partial
27,1392,1392_b000,cisi,0.4,partial
27,377,377_b000,cisi,0.2,partial
27,378,378_b000,cisi,0.8,partial
27,894,894_b000,cisi,0.4,partial
27,389,389_b000,cisi,0.8,partial
27,390,390_b000,cisi,0.4,partial
27,1419,1419_b000,cisi,0.8,partial
27,1421,1421_b000,cisi,0.4,partial
27,434,434_b000,cisi,0.8,partial
27,446,446_b000,cisi,0.6,partial
27,448,448_b000,cisi,0.2,partial
27,480,480_b000,cisi,0.6,partial
27,489,489_b000,cisi,0.2,partial
27,493,493_b000,cisi,0.0,none
27,499,499_b000,cisi,0.2,partial
27,500,500_b000,cisi,0.2,partial
27,506,506_b000,cisi,0.4,partial
27,510,510_b000,cisi,0.4,partial
28,1026,1026_b000,cisi,0.0,none
28,133,133_b000,cisi,0.16666666666666666,partial
28,1162,1162_b000,cisi,0.3333333333333333,partial
28,1164,1164_b000,cisi,0.3333333333333333,partial
28,1292,1292_b000,cisi,0.0,none
28,1296,1296_b000,cisi,0.16666666666666666,partial
28,150,150_b000,cisi,0.3333333333333333,partial
28,156,156_b000,cisi,0.5,partial
28,1180,1180_b000,cisi,0.3333333333333333,partial
28,670,670_b000,cisi,0.3333333333333333,partial
28,671,671_b000,cisi,0.16666666666666666,partial
28,674,674_b000,cisi,0.16666666666666666,partial
28,164,164_b000,cisi,0.16666666666666666,partial
28,676,676_b001,cisi,0.5,partial
28,681,681_b000,cisi,0.16666666666666666,partial
28,683,683_b000,cisi,0.16666666666666666,partial
28,684,684_b000,cisi,0.16666666666666666,partial
28,813,813_b000,cisi,0.16666666666666666,partial
28,687,687_b001,cisi,0.3333333333333333,partial
28,689,689_b000,cisi,0.0,none
28,690,690_b000,cisi,0.3333333333333333,partial
28,692,692_b000,cisi,0.3333333333333333,partial
28,1460,1460_b000,cisi,0.5,partial
28,695,695_b000,cisi,0.16666666666666666,partial
28,568,568_b000,cisi,0.3333333333333333,partial
28,569,569_b000,cisi,0.0,none
28,696,696_b000,cisi,0.5,partial
28,699,699_b000,cisi,0.0,none
28,700,700_b000,cisi,0.16666666666666666,partial
28,702,702_b000,cisi,0.0,none
28,703,703_b000,cisi,0.3333333333333333,partial
28,704,704_b000,cisi,0.16666666666666666,partial
28,833,833_b000,cisi,0.0,none
28,1089,1089_b000,cisi,0.16666666666666666,partial
28,707,707_b000,cisi,0.16666666666666666,partial
28,1092,1092_b000,cisi,0.5,partial
28,709,709_b000,cisi,0.0,none
28,198,198_b000,cisi,0.3333333333333333,partial
28,327,327_b001,cisi,0.3333333333333333,partial
28,582,582_b000,cisi,0.3333333333333333,partial
28,710,710_b000,cisi,0.0,none
28,460,460_b000,cisi,0.3333333333333333,partial
28,465,465_b000,cisi,0.16666666666666666,partial
28,722,722_b000,cisi,0.16666666666666666,partial
28,723,723_b000,cisi,0.16666666666666666,partial
28,726,726_b000,cisi,0.16666666666666666,partial
28,1370,1370_b000,cisi,0.3333333333333333,partial
28,731,731_b000,cisi,0.3333333333333333,partial
28,1120,1120_b000,cisi,0.3333333333333333,partial
28,609,609_b000,cisi,0.16666666666666666,partial
28,741,741_b000,cisi,0.0,none
28,742,742_b000,cisi,0.16666666666666666,partial
28,743,743_b000,cisi,0.3333333333333333,partial
28,1126,1126_b000,cisi,0.16666666666666666,partial
28,243,243_b000,cisi,0.3333333333333333,partial
28,116,116_b000,cisi,0.5,partial
